,Account,Date,Text,Compound,Positive,Neutral,Negative
420,@nytimes,2018-03-14 18:22:06+00:00,A recount is unlikely to change the results of the Pennsylvania special election because most ballots in the state… https://t.co/bic2scfePz,0.4019,0.13,0.87,0.0
421,@nytimes,2018-03-14 18:15:07+00:00,Google is joining Facebook in banning advertising for Bitcoin and other cryptocurrencies https://t.co/NPGPrKXGNn,0.0,0.0,1.0,0.0
422,@nytimes,2018-03-14 18:07:03+00:00,"Stephen Hawking liked to say he was born 300 years to the day after Galileo died, and he died 139 years after Alber… https://t.co/Gqy8ik2M7B",-0.6597,0.09,0.677,0.232
423,@nytimes,2018-03-14 18:00:19+00:00,"In Opinion,

Op-Ed contributor Samantha Power writes that a year of insults, chaos and falsehoods has brought about… https://t.co/gabGGazwLI",-0.7579,0.0,0.711,0.289
424,@nytimes,2018-03-14 17:52:07+00:00,President Trump has not personally addressed the poison attack since London assigned blame on Russia https://t.co/rU2g6IzQbO,-0.8402,0.0,0.591,0.409
425,@nytimes,2018-03-14 17:45:12+00:00,"History is full of movements led by students. Some were successful and others brutally crushed, but even the latter… https://t.co/DLsUVrnNMm",-0.25,0.101,0.714,0.185
426,@nytimes,2018-03-14 17:37:04+00:00,"Prime Minister Theresa May expelled 23 Russian diplomats and vowed to crack down on Russian spies, corrupt elites a… https://t.co/jPQMzLbwKC",-0.25,0.0,0.905,0.095
427,@nytimes,2018-03-14 17:30:04+00:00,“Remember to look up at the stars and not down at your feet. Try to make sense of what you see and wonder about wha… https://t.co/hGzt6T9pch,0.0,0.0,1.0,0.0
428,@nytimes,2018-03-14 17:23:00+00:00,"The founder of the blood-testing company Theranos, once a Silicon Valley darling, was charged with fraud by the SEC… https://t.co/u4Zw2LSHIa",-0.2023,0.15,0.63,0.22
429,@nytimes,2018-03-14 17:15:10+00:00,"The Myanmar government maintains that the Rohingya burned down their own villages, and it rejects widespread testim… https://t.co/pk4z9WjChF",-0.4939,0.0,0.842,0.158
430,@nytimes,2018-03-14 17:13:55+00:00,"RT @nytopinion: Adults are supposed to take care of children — keep them safe, and help them feel safe. https://t.co/ocBNfgoz07 https://t.c…",0.8934,0.422,0.578,0.0
431,@nytimes,2018-03-14 17:06:30+00:00,"Andrew McCabe, an F.B.I. official criticized by President Trump, was to retire on Sunday. But he may be fired first… https://t.co/6kzsefs0lE",-0.7269,0.0,0.757,0.243
432,@nytimes,2018-03-14 17:00:24+00:00,"Rodrigo Duterte said that the Philippines was withdrawing from the International Criminal Court, denouncing what he… https://t.co/Jda5Jr2kj2",-0.5267,0.0,0.825,0.175
433,@nytimes,2018-03-14 16:54:18+00:00,RT @nytgraphics: Final precinct-level results for Pennsylvania's 18th district special election show a blue shift in all but a handful of p…,0.2144,0.089,0.911,0.0
434,@nytimes,2018-03-14 16:52:06+00:00,"""Enough."" Students walked out of their schools in a nationwide demonstration over gun violence.… https://t.co/kCXFLlo0mA",-0.25,0.089,0.759,0.152
435,@nytimes,2018-03-14 16:44:20+00:00,"Join NYT reporter Roslyn Sulcas at the Royal Opera House in London, where she talks to the choreographer Christophe… https://t.co/EveDo1cKHl",0.296,0.104,0.896,0.0
436,@nytimes,2018-03-14 16:30:19+00:00,"In Opinion,
The editorial board writes: Few American officials were so directly involved in the frenzy of abuse aft… https://t.co/UTnQziketD",-0.7579,0.0,0.735,0.265
437,@nytimes,2018-03-14 16:15:13+00:00,"As it seeks to compete with rival retailers, led by Amazon, Walmart plans to offer home delivery of groceries bough… https://t.co/rZ3bSioBwb",0.1779,0.078,0.922,0.0
438,@nytimes,2018-03-14 16:07:05+00:00,"News Analysis: The message from Pennsylvania’s still-undecided House race is clear: Suburban voters are in revolt,… https://t.co/zlbjL8EbjT",0.3818,0.14,0.86,0.0
439,@nytimes,2018-03-14 16:00:17+00:00,"When Qatari royals were captured falcon hunting in Iraq, they were used as pawns in a multiplayer chess match that… https://t.co/7A3ipYt6yt",0.0,0.0,1.0,0.0
440,@nytimes,2018-03-14 15:53:09+00:00,RT @katierosman: Katy Perry kisses an American Idol contestant and he did not like it. https://t.co/SENNYwky1k,0.2937,0.17,0.721,0.109
441,@nytimes,2018-03-14 15:45:04+00:00,"Stephen Hawking's greatest work focused on black holes. If you still don't fully understand black holes, it's OK. Y… https://t.co/iB5RRB8ltP",0.8668,0.364,0.636,0.0
442,@nytimes,2018-03-14 15:30:06+00:00,“Not since Albert Einstein has a scientist so captured the public imagination and endeared himself to tens of milli… https://t.co/HgTUlo1lsf,0.0,0.0,1.0,0.0
443,@nytimes,2018-03-14 15:17:41+00:00,March 14 = 3/14 = π = 🥧 = 😋  https://t.co/7Htq28VRSg,0.0,0.0,1.0,0.0
444,@nytimes,2018-03-14 15:13:19+00:00,"RT @nytimesworld: How a plan to fell 6,000 trees in an English city provoked angry protests — and claims of poisoned tea https://t.co/0C9RX…",-0.8591,0.0,0.618,0.382
445,@nytimes,2018-03-14 15:05:05+00:00,"Chris Cuomo is taking over the 9 p.m. weeknight slot on CNN, putting him up against MSNBC's Rachel Maddow and Sean… https://t.co/JRQnx8Xkah",0.0,0.0,1.0,0.0
446,@nytimes,2018-03-14 15:00:12+00:00,RT @lauriegnyt: “I am walking out of school on Wednesday because our president and Congress need to do more than just tweet prayers and tho…,0.0,0.0,1.0,0.0
447,@nytimes,2018-03-14 14:51:46+00:00,RT @MitchKSmith: Students are preparing to walk out at Perspectives Charter Schools on Chicago’s South Side. Many young people here have lo…,0.0,0.0,1.0,0.0
448,@nytimes,2018-03-14 14:45:09+00:00,"The happiest countries in the world, per a new survey: 
1. 🇫🇮
2. 🇳🇴
3. 🇩🇰
(The Nordic nations are the happiest.) https://t.co/0Bn0PFAdY9",0.6369,0.167,0.833,0.0
449,@nytimes,2018-03-14 14:41:08+00:00,"@julieturkewitz Why students are walking out, in their own words https://t.co/t7QsDSpRFV https://t.co/2xWznlocrU",0.0,0.0,1.0,0.0
450,@nytimes,2018-03-14 14:30:07+00:00,"RT @nytgraphics: More Democratic or more Republican?
How each precinct in yesterday's Pennsylvania special election shifted from the 2016 p…",0.4019,0.124,0.876,0.0
451,@nytimes,2018-03-14 14:23:49+00:00,Some of the day’s most poignant demonstrations are expected at schools whose names are synonymous with shootings.… https://t.co/1TyEOR5VTA,0.0,0.0,1.0,0.0
452,@nytimes,2018-03-14 14:20:14+00:00,"Trump boasted to reporters that he had made the call to oust Tillerson ""by myself."" Jimmy Fallon found that amusing… https://t.co/kzxzDMsOqE",0.0,0.0,1.0,0.0
453,@nytimes,2018-03-14 14:10:13+00:00,Morning Briefing: Here's what you need to know to start your day https://t.co/olPJB2Zxdq https://t.co/JZA6kxltL1,0.0,0.0,1.0,0.0
454,@nytimes,2018-03-14 13:59:25+00:00,"RT @NYTNational: Our reporters are across the country as students are expected to walk out nationwide. Follow along:

@alanblinder
@julietu…",0.0,0.0,1.0,0.0
455,@nytimes,2018-03-14 13:57:09+00:00,Students are walking out of their schools in a nationwide demonstration over gun violence. The protests are set to… https://t.co/b1qQ0OXZKf,-0.7906,0.056,0.605,0.339
456,@nytimes,2018-03-14 13:48:07+00:00,"As Stephen Hawking's renown spread, movies were made about him, he made cameos on TV shows, and he inspired compose… https://t.co/DWKwdH0qqD",0.4939,0.138,0.862,0.0
457,@nytimes,2018-03-14 13:29:05+00:00,"In Opinion

Op-Ed contributor Paul R. Pillar writes that Mike Pompeo's nomination as secretary of state ""is bad new… https://t.co/JxUjMpFgok",-0.5423,0.0,0.844,0.156
458,@nytimes,2018-03-14 13:12:30+00:00,"“I lied,” said the antiques dealer. “I cheated. I stole.” And he succeeded, temporarily. https://t.co/wVl1wNNTKr",-0.128,0.155,0.663,0.182
459,@nytimes,2018-03-14 13:10:00+00:00,Theresa May said she had agreed with Britain’s National Security Council to suspend all high-level contacts between… https://t.co/n6P7WOnQz0,0.296,0.206,0.688,0.106
460,@nytimes,2018-03-14 12:53:00+00:00,"Breaking News: The UK is expelling 23 Russian diplomats over the poisoning of a former spy on British soil, in a sh… https://t.co/jiZhSZWkwn",-0.7506,0.0,0.748,0.252
461,@nytimes,2018-03-14 12:45:11+00:00,Thousands of students will stand up in their classrooms on Wednesday and walk out of their schools in a nationwide… https://t.co/vsA38Bsz2G,0.0,0.0,1.0,0.0
462,@nytimes,2018-03-14 12:40:15+00:00,"Stephen Hawking took part in a zero-gravity flight when he was 65. Asked why he took such risks, he said, ""I want t… https://t.co/EN9mGz0Xul",-0.2023,0.053,0.861,0.086
463,@nytimes,2018-03-14 12:30:13+00:00,"The message from Pennsylvania's still-undecided House race is clear: Suburban voters are in revolt, swamping the mo… https://t.co/iLmB9eH3gK",0.3818,0.133,0.867,0.0
464,@nytimes,2018-03-14 12:21:01+00:00,Instances of female teachers sexually abusing male students are rare. But stories on the subject have lately taken… https://t.co/2pDX6MPmGy,-0.4588,0.0,0.857,0.143
465,@nytimes,2018-03-14 12:11:06+00:00,"Three adults and one young child were found shot dead in Brooklyn Wednesday morning, the police said https://t.co/avcNdu3OFv",-0.6486,0.0,0.798,0.202
466,@nytimes,2018-03-14 12:00:13+00:00,Morning Briefing: Here's what you need to know to start your day https://t.co/h9PVjeK9CA https://t.co/Yoo45yOaBo,0.0,0.0,1.0,0.0
467,@nytimes,2018-03-14 11:50:04+00:00,"The parents of Seth Rich, the young Democratic aide whose unsolved murder became grist for right-wing conspiracy th… https://t.co/bMGOWrhcDE",-0.6705,0.13,0.578,0.292
468,@nytimes,2018-03-14 11:40:10+00:00,Pennsylvania election results and maps https://t.co/nSnEVyiSWN,0.0,0.0,1.0,0.0
469,@nytimes,2018-03-14 11:30:05+00:00,"In Russia, the poisoning of an ex-spy in Britain only adds to Vladimir Putin's image as a fearless defender of the… https://t.co/zdf90ktL5y",-0.128,0.165,0.69,0.146
470,@nytimes,2018-03-14 11:15:06+00:00,Rex Tillerson was the most persistent advocate of opening diplomatic channels with North Korea — a position that pu… https://t.co/AS2eAJKc6a,0.0,0.0,1.0,0.0
471,@nytimes,2018-03-14 11:00:06+00:00,Conor Lamb appeared on the verge of capturing Pennsylvania's 18th District despite a torrent of Republican money an… https://t.co/eXCZzosRBD,0.0,0.0,1.0,0.0
472,@nytimes,2018-03-14 10:44:05+00:00,"""They're named black holes because they are related to human fears of being destroyed or gobbled up,"" Stephen Hawki… https://t.co/wj9lt4JYl3",-0.7184,0.0,0.75,0.25
473,@nytimes,2018-03-14 10:30:08+00:00,Morning Briefing: Here's what you need to know to start your day https://t.co/xQgDsox4ka https://t.co/lco7aHyx77,0.0,0.0,1.0,0.0
474,@nytimes,2018-03-14 10:15:05+00:00,"RT @MattAndersonNYT: A survivor of a terrorist attack in Norway said a new movie had turned ""my life’s nightmare into popular entertainment…",-0.5423,0.189,0.534,0.278
475,@nytimes,2018-03-14 10:00:22+00:00,"""As long as gay people don’t have their rights all across America, there’s no reason for celebration"" — Marsha John… https://t.co/tjzZi9a6GH",-0.296,0.0,0.896,0.104
476,@nytimes,2018-03-14 09:45:06+00:00,"Netflix paid Claire Foy, Queen on ""The Crown,"" less than her on-screen husband https://t.co/xva6TeTJTZ",0.0,0.0,1.0,0.0
477,@nytimes,2018-03-14 09:30:07+00:00,"RT @nytimesworld: Japan's fear: ""Mr. Trump might forget what he was told or instructed or advised"" on North Korea https://t.co/pR95c0KcCW",-0.6249,0.0,0.779,0.221
478,@nytimes,2018-03-14 09:15:08+00:00,United Airlines apologized after a dog died on a flight during which it was stored in a passenger's overhead compar… https://t.co/E9fecdOBLC,0.128,0.215,0.633,0.152
479,@nytimes,2018-03-14 09:00:13+00:00,Officials in Washington say that China has too many steel and aluminum factories — and many Chinese officials agree… https://t.co/Ah0uq3Veli,0.0,0.0,1.0,0.0
480,@nytimes,2018-03-14 08:44:04+00:00,"""It appears that it clearly came from Russia,"" Rex Tillerson said about the deadly nerve-gas attack in Britain. His… https://t.co/sQmz3Vm6D8",-0.1027,0.113,0.756,0.13
481,@nytimes,2018-03-14 08:31:05+00:00,Pennsylvania election results and maps https://t.co/3lCL8OejXp,0.0,0.0,1.0,0.0
482,@nytimes,2018-03-14 08:16:05+00:00,"“What a triumph his life has been,” said the astronomer royal of Britain and Stephen Hawking's longtime colleague https://t.co/PakkCAj8Fc",0.4767,0.154,0.846,0.0
483,@nytimes,2018-03-14 08:02:07+00:00,"He hoped that naming his son after Donald Trump would, somehow, rub off on the child’s fortunes. If anything, the n… https://t.co/pdnS33zbZd",0.3818,0.11,0.89,0.0
484,@nytimes,2018-03-14 07:47:05+00:00,"RT @NYTmag: As the list of endangered animals worldwide grows longer, society may soon be faced with an impossible decision: which ones to…",0.0,0.0,1.0,0.0
485,@nytimes,2018-03-14 07:32:03+00:00,"""The Irish were slaves, too,"" the memes often say. But they're not true.
From 2017: https://t.co/FRHYpHc9gP",-0.3252,0.0,0.865,0.135
486,@nytimes,2018-03-14 07:17:04+00:00,"Five women told The Times that the star architect Richard Meier sexually harassed them. In response, he announced a… https://t.co/C8ZFBnEKe2",-0.5423,0.0,0.844,0.156
487,@nytimes,2018-03-14 07:02:06+00:00,"""We can monitor this conflict in almost real-time and detect flare-ups that may indicate violence is starting to sp… https://t.co/HGDo7QVyai",-0.7734,0.0,0.728,0.272
488,@nytimes,2018-03-14 06:59:25+00:00,Contributing Op-Ed Writer: Why I Am Dreading Netanyahu’s Departure https://t.co/zs6KsJG9kX,-0.5267,0.0,0.702,0.298
489,@nytimes,2018-03-14 06:41:05+00:00,Pennsylvania election results and maps https://t.co/EdCyKrdXj0,0.0,0.0,1.0,0.0
490,@nytimes,2018-03-14 06:21:01+00:00,"A spokesman for ICE has resigned, saying that he could no longer “bear the burden” of spreading falsehoods on behal… https://t.co/mUyeckUKSL",-0.4939,0.0,0.811,0.189
491,@nytimes,2018-03-14 06:02:06+00:00,"The New York Times obituary for Stephen Hawking, who roamed the cosmos from a wheelchair, pondering the nature of g… https://t.co/dX22E1SS40",0.0,0.0,1.0,0.0
492,@nytimes,2018-03-14 05:51:04+00:00,RT @nytpolitics: President Trump's decision to replace Secretary of State Rex Tillerson suggests he is determined to surround himself with…,0.34,0.112,0.888,0.0
493,@nytimes,2018-03-14 05:27:05+00:00,It was the eye roll seen across China https://t.co/7tQLnoXxmG,0.0,0.0,1.0,0.0
494,@nytimes,2018-03-14 05:14:24+00:00,"As Merkel Begins New Term, Compromises Could Undo Economic Boom https://t.co/y3MFMOFfQ3",0.0,0.0,1.0,0.0
495,@nytimes,2018-03-14 05:08:04+00:00,"Participating in political activism may be good for our teenagers, according to a new report
https://t.co/cAQKADu72L",0.4404,0.172,0.828,0.0
496,@nytimes,2018-03-14 04:53:00+00:00,Photos: Dr. Hawking captured the public imagination and endeared himself to tens of millions of people around the w… https://t.co/6ac8cs47tt,0.0,0.0,1.0,0.0
497,@nytimes,2018-03-14 04:42:53+00:00,Stephen Hawking on ‘Starshot’ Project https://t.co/V7iK0EvFDp,0.0,0.0,1.0,0.0
498,@nytimes,2018-03-14 04:37:07+00:00,"“Going forward, no one gets paid more than the queen,” the producers of ""The Crown"" said. But it's too late to bene… https://t.co/cABxBvhqFU",-0.296,0.0,0.909,0.091
499,@nytimes,2018-03-14 04:22:00+00:00,Stephen Hawking pondered the nature of gravity and the origin of the universe and became an emblem of human determi… https://t.co/kUpN3n4X0m,0.0,0.0,1.0,0.0
